to_ss	to_word	relation	from_ss	from_word	isvisual	cardinality	score
111704401	Cinnamomum	hasMember	108109624	subgenus	 	3+ 	1
101520058	Apterygiformes	hasMember	101520284	Apterygidae	 	3+ 	1
101481599	Elasmobranchii	hasMember	101482754	Hexanchidae	 	3+ 	1
102039942	Burhinidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
112632875	Heteromeles	hasMember	108110373	species	 	3+ 	1
102543093	Myctophidae	hasMember	101332653	Flaviviridae	 	3+ 	1
108156054	Liao	hasMember	110728624	tribesman	 	3+ 	1
101973566	Belemnitidae	hasMember	101973723	belemnite	 	3+ 	1
108188638	choir	hasMember	110287213	man	 	3+ 	0.8
108323471	board of selectmen	hasMember	110014939	manager	 	3+ 	0.8
102528534	Isospondyli	hasMember	102540255	Osmeridae	 	3+ 	1
112957298	Marsileaceae	hasMember	108108784	tribe	 	3+ 	1
101721404	Ictodosauria	hasMember	108107191	suborder	 	3+ 	1
102659667	Microstomus	hasMember	108110373	species	 	3+ 	1
101717666	Dromaeosauridae	hasMember	101332347	Togaviridae	 	3+ 	1
112600574	Polygonaceae	hasMember	108108627	subfamily	 	3+ 	1
112100382	Graminales	hasMember	108107191	suborder	 	3+ 	1
112825301	Cuscuta	hasMember	112825497	dodder	 	3+ 	1
112533588	Halimodendron	hasMember	108109624	subgenus	 	3+ 	1
102273254	Forficula	hasMember	108110373	species	 	3+ 	1
101488539	Carcharhinidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108307440	sudra	hasMember	110594284	Shudra	 	3+ 	1
102181863	Bruchidae	hasMember	102182796	Sitophylus	 	3+ 	1
101394366	genus Arcella	hasMember	108109624	subgenus	 	3+ 	1
112868634	Stachys	hasMember	108110373	species	 	3+ 	1
102225231	Kalotermitidae	hasMember	101333082	Arenaviridae	 	3+ 	1
111639609	Taxodiaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101600480	Ptilonorhynchidae	hasMember	108108784	tribe	 	3+ 	1
108349548	admiralty	hasMember	108357992	quorum	 	3+ 	1
113074084	Cortinariaceae	hasMember	101332347	Togaviridae	 	3+ 	1
108058098	company	hasMember	110287213	man	 	3+ 	0.999656144979888
101479066	genus Eptatretus	hasMember	101479213	eptatretus	 	3+ 	1
112954978	Schizaeaceae	hasMember	112956791	Mohria	 	3+ 	1
107943646	ancients	hasMember	109876892	brother	 	3+ 	0.8
108423840	child welfare service	hasMember	108400965	membership	 	3+ 	1
111700401	Calycanthaceae	hasMember	108108627	subfamily	 	3+ 	1
102368687	Spalax	hasMember	108109624	subgenus	 	3+ 	1
101927665	Taeniidae	hasMember	108108784	tribe	 	3+ 	1
112922600	genus Croton	hasMember	112922763	croton	 	3+ 	1
111562747	dicot family	hasMember	101332347	Togaviridae	 	3+ 	1
102314321	Entoprocta	hasMember	108103299	subphylum	 	3+ 	1
108322625	world council	hasMember	110287213	man	 	3+ 	0.8
112520661	Cytisus	hasMember	112521186	white broom	 	3+ 	1
112974662	Entomophthora	hasMember	108109624	subgenus	 	3+ 	1
112804866	Ribes	hasMember	112805561	black currant	 	3+ 	1
111893808	Pritzelago	hasMember	108110373	species	 	3+ 	1
108308922	Congress of Racial Equality	hasMember	108357992	quorum	 	3+ 	1
102517768	Siluridae	hasMember	108108784	tribe	 	3+ 	1
112588989	genus Corozo	hasMember	112589142	corozo	 	3+ 	1
102060719	Hydrobatidae	hasMember	102061425	Oceanites	 	3+ 	1
112802987	Tellima	hasMember	108110373	species	 	3+ 	1
112501537	Papilionaceae	hasMember	108108972	genus	 	3+ 	1
102259565	Membracidae	hasMember	101333082	Arenaviridae	 	3+ 	1
102400139	Bovidae	hasMember	102401031	bovid	 	3+ 	1
102005962	genus Ibis	hasMember	108110373	species	 	3+ 	1
103085013	computer keyboard	hasMember	103613592	key	 	3+ 	1
108323658	board of regents	hasMember	109944022	commissioner	 	3+ 	1
101598432	Laniidae	hasMember	101599919	Malaconotinae	 	3+ 	1
108389710	cavalry	hasMember	108274443	troop	 	3+ 	1
108099475	Hinayana	hasMember	109683757	Buddhist	 	3+ 	1
107944900	cautious	hasMember	110665698	student	 	3+ 	0.8
108176077	Organization of American States	hasMember	108740875	Mexico	 	3+ 	1
112486397	Linum	hasMember	112486574	flax	 	3+ 	1
112192373	Elaeocarpaceae	hasMember	112193458	Aristotelia	 	3+ 	1
101692143	Heloderma	hasMember	108110373	species	 	3+ 	1
102620826	Microdesmidae	hasMember	101333610	Reoviridae	 	3+ 	1
101390899	Radiolaria	hasMember	101391028	radiolarian	 	3+ 	1
108350470	Federal Reserve System	hasMember	108419033	member bank	 	3+ 	1
111629501	Cupressaceae	hasMember	111634526	Calocedrus	 	3+ 	1
113170060	Gleicheniaceae	hasMember	101333610	Reoviridae	 	3+ 	1
102315309	Brachiopoda	hasMember	108103777	class	 	3+ 	1
106497872	Roman alphabet	hasMember	106833328	U	 	3+ 	1
112422751	Hypoxidaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
112349916	Rhexia	hasMember	108110373	species	 	3+ 	1
101660719	Reptilia	hasMember	101661091	reptile	 	3+ 	1
102240706	Notonectidae	hasMember	101333610	Reoviridae	 	3+ 	1
107945077	business people	hasMember	108497294	area	 	3+ 	0.8
101394193	Arcellidae	hasMember	101332653	Flaviviridae	 	3+ 	1
101598432	Laniidae	hasMember	101332347	Togaviridae	 	3+ 	1
101811682	Columbidae	hasMember	101813811	Stictopelia	 	3+ 	1
108177030	Organization of Petroleum-Exporting Countries	hasMember	108305942	ally	 	3+ 	1
112475450	Taccaceae	hasMember	108108972	genus	 	3+ 	1
112611479	Naias	hasMember	112611640	naiad	 	3+ 	1
102353529	Geomyidae	hasMember	102353709	Geomys	 	3+ 	1
101455986	Syngnathus	hasMember	101456137	dwarf pipefish	 	3+ 	1
102349980	Dipodomys	hasMember	108110373	species	 	3+ 	1
101811104	Raphus	hasMember	108109624	subgenus	 	3+ 	1
102459313	genus Mylodon	hasMember	102459485	mylodon	 	3+ 	1
101455592	Syngnathidae	hasMember	108108784	tribe	 	3+ 	1
108402339	alma mater	hasMember	110787470	woman	 	3+ 	0.8
102373601	Equidae	hasMember	108108784	tribe	 	3+ 	1
102005238	Balaeniceps	hasMember	108110373	species	 	3+ 	1
101933342	Filariidae	hasMember	101333610	Reoviridae	 	3+ 	1
111867525	Cruciferae	hasMember	111893004	Nasturtium	 	3+ 	1
112202352	Tiliaceae	hasMember	101333610	Reoviridae	 	3+ 	1
112697883	Entandrophragma	hasMember	108109624	subgenus	 	3+ 	1
101822773	Cuculidae	hasMember	101332347	Togaviridae	 	3+ 	1
112290116	Gentianaceae	hasMember	112295560	Gentianella	 	3+ 	1
102429695	Cervidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102622130	Gempylus	hasMember	108109624	subgenus	 	3+ 	1
102397251	Tayassuidae	hasMember	101332653	Flaviviridae	 	3+ 	1
113007195	Pleurotus	hasMember	113007629	olive-tree agaric	 	3+ 	1
108194266	Office of Naval Intelligence	hasMember	108400965	membership	 	3+ 	1
111846582	genus Epiphyllum	hasMember	111846765	epiphyllum	 	3+ 	1
107948183	homebound	hasMember	109876892	brother	 	3+ 	0.8
108172103	Arab League	hasMember	109037394	Tunisia	 	3+ 	1
102145084	Vespertilionidae	hasMember	102147452	Antrozous	 	3+ 	1
101827948	Ceryle	hasMember	101828096	belted kingfisher	 	3+ 	1
112751402	Empetraceae	hasMember	108108784	tribe	 	3+ 	1
111654124	Dacrydium	hasMember	111654293	rimu	 	3+ 	1
112944590	Sison	hasMember	108109624	subgenus	 	3+ 	1
102337774	Onychomys	hasMember	108110373	species	 	3+ 	1
102652335	Plectognathi	hasMember	108107499	family	 	3+ 	1
111720088	Ranunculus	hasMember	111722036	greater spearwort	 	3+ 	1
101354869	division Eubacteria	hasMember	101355326	eubacteria	 	3+ 	1
101577818	Acridotheres	hasMember	108110373	species	 	3+ 	1
101918010	ctenophore family	hasMember	101332347	Togaviridae	 	3+ 	1
102529515	Clupeidae	hasMember	102531362	Pomolobus	 	3+ 	1
101530691	Carduelinae	hasMember	101333610	Reoviridae	 	3+ 	1
108184052	Sabaoth	hasMember	110622053	soldier	 	3+ 	0.8
113205482	Pteridaceae	hasMember	108108627	subfamily	 	3+ 	1
102143293	Rhinolophidae	hasMember	101332347	Togaviridae	 	3+ 	1
101412479	Characeae	hasMember	101413071	Nitella	 	3+ 	1
112417273	genus Gladiolus	hasMember	108109624	subgenus	 	3+ 	1
101500360	genus Manta	hasMember	108110373	species	 	3+ 	1
111654124	Dacrydium	hasMember	108110373	species	 	3+ 	1
102497983	Daubentonia	hasMember	102498153	aye-aye	 	3+ 	1
102520669	Ariidae	hasMember	101332347	Togaviridae	 	3+ 	1
112346179	Thymelaeaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
108096950	Brahmanism	hasMember	108400965	membership	 	3+ 	1
112012897	genus Scorzonera	hasMember	112013035	black salsify	 	3+ 	1
108149160	Dominican order	hasMember	108357992	quorum	 	3+ 	1
101545752	Atrichornithidae	hasMember	101333610	Reoviridae	 	3+ 	1
102617029	Zoarcidae	hasMember	101332347	Togaviridae	 	3+ 	1
102175263	Cetoniidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
113042814	Pseudocolus	hasMember	113042982	stinky squid	 	3+ 	1
101914961	Actinia	hasMember	108109624	subgenus	 	3+ 	1
112782108	Droseraceae	hasMember	108108627	subfamily	 	3+ 	1
112581381	Palmae	hasMember	108108784	tribe	 	3+ 	1
101977832	Cancer	hasMember	108110373	species	 	3+ 	1
108243570	section gang	hasMember	108400965	membership	 	3+ 	1
102583211	Characidae	hasMember	108108972	genus	 	3+ 	1
102530831	river shad	hasMember	102530052	whitebait	 	3+ 	1
102181863	Bruchidae	hasMember	101333610	Reoviridae	 	3+ 	1
101825009	Musophagidae	hasMember	108108784	tribe	 	3+ 	1
112989142	Pertusariaceae	hasMember	101332347	Togaviridae	 	3+ 	1
108295138	Commonwealth of Independent States	hasMember	108357992	quorum	 	3+ 	1
112698283	Flindersia	hasMember	112698435	silver ash	 	3+ 	1
107969695	clan	hasMember	110787470	woman	 	3+ 	0.993798954782379
107947789	grass roots	hasMember	100007846	person	 	3+ 	0.8
101828714	Meropidae	hasMember	101333082	Arenaviridae	 	3+ 	1
102663352	Cynoglossidae	hasMember	101333610	Reoviridae	 	3+ 	1
108474120	Akhbari	hasMember	110287213	man	 	3+ 	0.8
108118414	editorial department	hasMember	108357992	quorum	 	3+ 	1
101591490	Paridae	hasMember	101332653	Flaviviridae	 	3+ 	1
102186834	Ctenocephalides	hasMember	102187279	cat flea	 	3+ 	1
108382056	British Cabinet	hasMember	109907196	Prime Minister	 	3+ 	1
102449060	Gulo	hasMember	108109624	subgenus	 	3+ 	1
111719468	Ranunculaceae	hasMember	111726569	Anemonella	 	3+ 	1
112667817	genus Hamelia	hasMember	108110373	species	 	3+ 	1
108277709	infant school	hasMember	108518374	campus	 	3+ 	0.8
108421975	Farm Credit System	hasMember	110287213	man	 	3+ 	0.8
112231031	Arctostaphylos	hasMember	108109624	subgenus	 	3+ 	1
102000618	Peripatopsidae	hasMember	108108784	tribe	 	3+ 	1
101989097	Mysidae	hasMember	101333082	Arenaviridae	 	3+ 	1
113144303	Vitaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101875717	Caenolestidae	hasMember	108108784	tribe	 	3+ 	1
112691189	Bursera	hasMember	108109624	subgenus	 	3+ 	1
111692952	Ranales	hasMember	111739530	Winteraceae	 	3+ 	1
102215941	Stizidae	hasMember	102216066	Sphecius	 	3+ 	1
113203251	Lophosoriaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
111893004	Nasturtium	hasMember	111893131	common watercress	 	3+ 	1
111719468	Ranunculaceae	hasMember	111731861	Coptis	 	3+ 	1
111607392	Coniferales	hasMember	111607739	Pinaceae	 	3+ 	1
108481369	pool	hasMember	108357992	quorum	 	3+ 	1
111598991	Welwitschiaceae	hasMember	101332347	Togaviridae	 	3+ 	1
102650282	Triga	hasMember	108110373	species	 	3+ 	1
102179429	Scolytidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101610758	Falconidae	hasMember	101332347	Togaviridae	 	3+ 	1
101921559	worm family	hasMember	101332653	Flaviviridae	 	3+ 	1
112766241	Toxicodendron	hasMember	112767423	eastern poison oak	 	3+ 	1
112000609	Parthenium	hasMember	112001294	American feverfew	 	3+ 	1
102346315	Hystricomorpha	hasMember	102366702	Capromyidae	 	3+ 	1
113238178	genus Stapelia	hasMember	108110373	species	 	3+ 	1
101750598	Pseudechis	hasMember	108110373	species	 	3+ 	1
108228980	American Legion	hasMember	110287213	man	 	3+ 	0.8
102143594	Hipposideridae	hasMember	108108972	genus	 	3+ 	1
102616572	Anarhichadidae	hasMember	101333610	Reoviridae	 	3+ 	1
113170060	Gleicheniaceae	hasMember	113171041	Sticherus	 	3+ 	1
108477912	womankind	hasMember	110287213	man	 	3+ 	0.8
111541111	Bryum	hasMember	108109624	subgenus	 	3+ 	1
111885148	Diplotaxis	hasMember	111885292	wall rocket	 	3+ 	1
112864038	Rosmarinus	hasMember	112864160	rosemary	 	3+ 	1
102539251	Coregonus	hasMember	102539573	cisco	 	3+ 	1
101676313	Iguanidae	hasMember	101678887	Uma	 	3+ 	1
113178500	Solanopteris	hasMember	108110373	species	 	3+ 	1
111645271	Araucariaceae	hasMember	111645783	genus Araucaria	 	3+ 	1
101945443	Limacidae	hasMember	101332653	Flaviviridae	 	3+ 	1
111860801	Montia	hasMember	108110373	species	 	3+ 	1
101532107	Spinus	hasMember	101532511	pine siskin	 	3+ 	1
111693566	Annonaceae	hasMember	111695813	Cananga	 	3+ 	1
108076833	white squire	hasMember	108400965	membership	 	3+ 	1
108179205	poor people	hasMember	109316454	island	 	3+ 	0.8
112671157	Caprifoliaceae	hasMember	112678059	Sambucus	 	3+ 	1
101894040	Tenrecidae	hasMember	101894381	genus Tenrec	 	3+ 	1
102495789	Prosimii	hasMember	108107191	suborder	 	3+ 	1
112978232	Chytridiaceae	hasMember	108108784	tribe	 	3+ 	1
111841529	Cactaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102593863	Sciaenidae	hasMember	102595217	Bairdiella	 	3+ 	1
108229467	fraternity	hasMember	110287213	man	 	3+ 	0.8
101799086	Cracidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101594157	Hirundinidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101747739	Naja	hasMember	101748686	black-necked cobra	 	3+ 	1
101520284	Apterygidae	hasMember	108108784	tribe	 	3+ 	1
102291024	Tineoidea	hasMember	108108972	genus	 	3+ 	1
102246822	Dialeurodes	hasMember	108109624	subgenus	 	3+ 	1
102520391	Laricariidae	hasMember	101333610	Reoviridae	 	3+ 	1
108153874	Ordnance Survey	hasMember	110287213	man	 	3+ 	0.8
108003035	electronics company	hasMember	108400965	membership	 	3+ 	1
112748815	Euonymus	hasMember	112749679	wahoo	 	3+ 	1
112314652	Hamamelis	hasMember	112314808	witch hazel	 	3+ 	1
111754633	genus Mimosa	hasMember	111755319	sensitive plant	 	3+ 	1
108326850	ethics committee	hasMember	108400965	membership	 	3+ 	1
112155459	Typha	hasMember	112155583	cattail	 	3+ 	1
112760013	Cotinus	hasMember	112760132	smoke tree	 	3+ 	1
112090318	Primulaceae	hasMember	112092127	Anagallis	 	3+ 	1
101845627	Anatidae	hasMember	101858989	Cygnus	 	3+ 	1
102497550	genus Lemur	hasMember	102497673	Madagascar cat	 	3+ 	1
107945490	damned	hasMember	110287213	man	 	3+ 	0.8
101875717	Caenolestidae	hasMember	108108972	genus	 	3+ 	1
112669157	Pinckneya	hasMember	112669362	fever tree	 	3+ 	1
112967504	Helotiaceae	hasMember	108108784	tribe	 	3+ 	1
113066631	Ustilaginaceae	hasMember	113067191	cornsmut	 	3+ 	1
108188235	ensemble	hasMember	110287213	man	 	3+ 	0.8
108323825	board of trustees	hasMember	110787470	woman	 	3+ 	0.8
111820323	genus Lithops	hasMember	108109624	subgenus	 	3+ 	1
101642671	Leptodactylidae	hasMember	101332347	Togaviridae	 	3+ 	1
101550033	Pyrocephalus	hasMember	101550172	vermillion flycatcher	 	3+ 	1
102036982	Haematopus	hasMember	102037110	oystercatcher	 	3+ 	1
112608941	Eriocaulaceae	hasMember	108108627	subfamily	 	3+ 	1
111867525	Cruciferae	hasMember	111884667	Descurainia	 	3+ 	1
102598438	Genyonemus	hasMember	102598573	white croaker	 	3+ 	1
112584970	Attalea	hasMember	108109624	subgenus	 	3+ 	1
108185211	limited company	hasMember	110014939	manager	 	3+ 	0.8
102144110	Rhinonicteris	hasMember	108110373	species	 	3+ 	1
112049134	Calopogon	hasMember	108109624	subgenus	 	3+ 	1
111634526	Calocedrus	hasMember	111634736	incense cedar	 	3+ 	1
102381744	warrigal	hasMember	102376542	foal	 	3+ 	1
111651259	Podocarpaceae	hasMember	111659500	Sundacarpus	 	3+ 	1
102257536	Cercopidae	hasMember	101333082	Arenaviridae	 	3+ 	1
101926840	Schistosomatidae	hasMember	108108627	subfamily	 	3+ 	1
108284847	secretarial school	hasMember	108287586	faculty	 	3+ 	1
111778534	Araceae	hasMember	111781430	Aglaonema	 	3+ 	1
101920178	Pleurobrachiidae	hasMember	108108784	tribe	 	3+ 	1
113218504	Horneophyton	hasMember	108109624	subgenus	 	3+ 	1
108394423	standing army	hasMember	108400965	membership	 	3+ 	1
101950457	Nudibranchia	hasMember	101951472	Hermissenda	 	3+ 	1
108231499	major league	hasMember	110287213	man	 	3+ 	0.8
101483370	Isuridae	hasMember	101483980	Isurus	 	3+ 	1
102210096	Andrenidae	hasMember	108108627	subfamily	 	3+ 	1
111773138	Mandevilla	hasMember	108109624	subgenus	 	3+ 	1
101879983	Potoroinae	hasMember	101880570	Bettongia	 	3+ 	1
108232706	Ivy League	hasMember	108357992	quorum	 	3+ 	1
108375912	lobby	hasMember	109303008	hill	 	3+ 	0.8
112954978	Schizaeaceae	hasMember	112955191	Schizaea	 	3+ 	1
113187031	Cyatheaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
101842111	Capitonidae	hasMember	108108784	tribe	 	3+ 	1
111742175	Comptonia	hasMember	108110373	species	 	3+ 	1
112188985	Bombacaceae	hasMember	112191075	genus Montezuma	 	3+ 	1
108284994	seminary	hasMember	108400965	membership	 	3+ 	1
112861139	genus Phlomis	hasMember	112861541	Jerusalem sage	 	3+ 	1
113013187	genus Lepiota	hasMember	113014409	American parasol	 	3+ 	1
112034828	Loasaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101987938	Peneidae	hasMember	101988064	Peneus	 	3+ 	1
101703866	Ceratopsidae	hasMember	108108627	subfamily	 	3+ 	1
101786048	Geophilidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108250409	mariachi	hasMember	110340312	musician	 	3+ 	1
101959668	Cardiidae	hasMember	101959834	Cardium	 	3+ 	1
108219768	squadron	hasMember	108400965	membership	 	3+ 	1
101753721	Crotalidae	hasMember	101754190	Ancistrodon	 	3+ 	1
111766609	Apocynaceae	hasMember	111777779	Vinca	 	3+ 	1
102470451	Anthropoidea	hasMember	102482820	Hylobatidae	 	3+ 	1
101621994	Athene	hasMember	108109624	subgenus	 	3+ 	1
108229605	glee club	hasMember	110307234	member	 	3+ 	0.8
113183251	Ceterach	hasMember	108109624	subgenus	 	3+ 	1
102336451	Peromyscus	hasMember	102337001	deer mouse	 	3+ 	1
108413529	zoning board	hasMember	109943811	commissioner	 	3+ 	0.8
101414359	Gigartinaceae	hasMember	108108627	subfamily	 	3+ 	1
112608620	Mayaca	hasMember	108109624	subgenus	 	3+ 	1
101438720	Cyprinidae	hasMember	101442855	Phoxinus	 	3+ 	1
101634684	Dicamptodontidae	hasMember	108108784	tribe	 	3+ 	1
107974766	age class	hasMember	108654360	state	 	3+ 	0.8
108125420	Counterterrorist Center	hasMember	108400965	membership	 	3+ 	1
101665238	Dermochelyidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
102235575	Manteodea	hasMember	102235761	Mantidae	 	3+ 	1
102305245	Arctiidae	hasMember	108108972	genus	 	3+ 	1
102186399	Pulicidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
102603737	Pempheridae	hasMember	101333610	Reoviridae	 	3+ 	1
101833283	Hemiprocnidae	hasMember	101333610	Reoviridae	 	3+ 	1
102233096	Blattodea	hasMember	102235321	Cryptocercidae	 	3+ 	1
108176077	Organization of American States	hasMember	108739206	Panama	 	3+ 	1
107974766	age class	hasMember	110287213	man	 	3+ 	0.8
101835087	Caprimulgidae	hasMember	101835584	Caprimulgus	 	3+ 	1
111640471	genus Sequoia	hasMember	108110373	species	 	3+ 	1
102036399	Recurvirostridae	hasMember	101332347	Togaviridae	 	3+ 	1
101618671	Cathartidae	hasMember	101618922	New World vulture	 	3+ 	1
102211099	Megachilidae	hasMember	102211283	Megachile	 	3+ 	1
101584004	Troglodytidae	hasMember	101584225	wren	 	3+ 	1
102181599	Tribolium	hasMember	102181724	flour beetle	 	3+ 	1
112884523	Penstemon	hasMember	112886831	narrow-leaf penstemon	 	3+ 	1
101476829	Cyclostomata	hasMember	101478300	Myxinidae	 	3+ 	1
113144511	Vitis	hasMember	113144794	grape	 	3+ 	1
111817000	Spergula	hasMember	108110373	species	 	3+ 	1
111744583	plant family	hasMember	101333082	Arenaviridae	 	3+ 	1
101703866	Ceratopsidae	hasMember	101333082	Arenaviridae	 	3+ 	1
112719277	Tropaeolaceae	hasMember	112719455	Tropaeolum	 	3+ 	1
112874996	Proboscidea	hasMember	112875269	common unicorn plant	 	3+ 	1
112704636	Polygalaceae	hasMember	101332347	Togaviridae	 	3+ 	1
102493390	Callicebus	hasMember	108110373	species	 	3+ 	1
101998019	Cirripedia	hasMember	108106934	order	 	3+ 	1
112987834	Lecanoraceae	hasMember	108108784	tribe	 	3+ 	1
108073992	shipbuilder	hasMember	108220714	division	 	3+ 	1
112964572	Ceratostomataceae	hasMember	108108972	genus	 	3+ 	1
107946851	enemy	hasMember	108546183	county	 	3+ 	0.8
101437805	Cypriniformes	hasMember	101448767	Poeciliidae	 	3+ 	1
102054834	Phaethontidae	hasMember	101333082	Arenaviridae	 	3+ 	1
102242293	Nepidae	hasMember	101332347	Togaviridae	 	3+ 	1
102640093	Acipenseridae	hasMember	101332653	Flaviviridae	 	3+ 	1
108080025	football team	hasMember	110287213	man	 	3+ 	0.8
102240706	Notonectidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102210291	genus Andrena	hasMember	108110373	species	 	3+ 	1
112258663	Monotropa	hasMember	108109624	subgenus	 	3+ 	1
102271427	Thysanoptera	hasMember	102271740	Thripidae	 	3+ 	1
104300741	stand	hasMember	104161981	seat	 	3+ 	1
101497878	Dasyatidae	hasMember	108108972	genus	 	3+ 	1
101600197	Chlorophoneus	hasMember	108109624	subgenus	 	3+ 	1
102524424	Merluccius	hasMember	108110373	species	 	3+ 	1
101590042	Tichodroma	hasMember	101590220	wall creeper	 	3+ 	1
108073243	bull market	hasMember	104323026	stock market	 	3+ 	1
112777294	genus Styrax	hasMember	108110373	species	 	3+ 	1
111851101	Nopalea	hasMember	108109624	subgenus	 	3+ 	1
108326850	ethics committee	hasMember	110665698	student	 	3+ 	0.8
102029571	Bartramia	hasMember	108110373	species	 	3+ 	1
112930044	Umbelliferae	hasMember	112936999	Daucus	 	3+ 	1
102049855	Podiceps	hasMember	108110373	species	 	3+ 	1
101663939	Caretta	hasMember	108110373	species	 	3+ 	1
101673503	Squamata	hasMember	108107499	family	 	3+ 	1
111562747	dicot family	hasMember	108108627	subfamily	 	3+ 	1
107945818	living	hasMember	108654360	state	 	3+ 	0.8
101981884	Maja	hasMember	108110373	species	 	3+ 	1
108215495	vanguard	hasMember	108400965	membership	 	3+ 	1
101576863	Sturnus	hasMember	108109624	subgenus	 	3+ 	1
101575577	Oriolidae	hasMember	108108784	tribe	 	3+ 	1
112949722	Valerianaceae	hasMember	112950984	Centranthus	 	3+ 	1
111566682	rosid dicot family	hasMember	101333301	Rhabdoviridae	 	3+ 	1
112996225	Basidiomycota	hasMember	113049285	Aphyllophorales	 	3+ 	1
101857171	Branta	hasMember	108109624	subgenus	 	3+ 	1
102527145	Muraenidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
107943300	peoples	hasMember	108664443	place	 	3+ 	0.8
101438720	Cyprinidae	hasMember	108108784	tribe	 	3+ 	1
101746565	Calliophis	hasMember	108110373	species	 	3+ 	1
112814235	trumpet vine	hasMember	112813753	bignoniad	 	3+ 	1
101532107	Spinus	hasMember	101532325	New World goldfinch	 	3+ 	1
111660979	Taxaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
111536778	Bryophyta	hasMember	111537886	moss genus	 	3+ 	1
112597640	Thrinax	hasMember	112597798	thatch palm	 	3+ 	1
102635013	Hyperoglyphe	hasMember	108109624	subgenus	 	3+ 	1
102636666	Gerreidae	hasMember	102636854	mojarra	 	3+ 	1
102539251	Coregonus	hasMember	102539424	lake whitefish	 	3+ 	1
101730679	Coluber	hasMember	101731277	horseshoe whipsnake	 	3+ 	1
113233012	Asclepiadaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
102426339	Raphicerus	hasMember	108109624	subgenus	 	3+ 	1
102083038	Canidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
113184492	Blechnaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
102321062	Comatula	hasMember	108110373	species	 	3+ 	1
108231874	baseball league	hasMember	108400965	membership	 	3+ 	1
108281963	dental school	hasMember	108287586	faculty	 	3+ 	1
112670558	Vangueria	hasMember	108110373	species	 	3+ 	1
112501745	Papilionoideae	hasMember	112507670	Aspalathus	 	3+ 	1
107945818	living	hasMember	110665698	student	 	3+ 	0.8
102469588	Primates	hasMember	102496210	Adapid	 	3+ 	1
112236363	Gaylussacia	hasMember	108110373	species	 	3+ 	1
101858023	Anserinae	hasMember	108108784	tribe	 	3+ 	1
102406533	Brown Swiss	hasMember	101887896	calf	 	3+ 	1
112597640	Thrinax	hasMember	108110373	species	 	3+ 	1
101409477	Chlamydomonadaceae	hasMember	101332347	Togaviridae	 	3+ 	1
101683724	Scincidae	hasMember	101684133	skink	 	3+ 	1
112792041	Saxifragaceae	hasMember	112796617	Chrysosplenium	 	3+ 	1
102621721	Gempylidae	hasMember	108108784	tribe	 	3+ 	1
111962853	Elephantopus	hasMember	108110373	species	 	3+ 	1
112250413	Diapensiaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
112624873	Chrysobalanus	hasMember	108109624	subgenus	 	3+ 	1
111972569	Gnaphalium	hasMember	108109624	subgenus	 	3+ 	1
102643448	Pterois	hasMember	108109624	subgenus	 	3+ 	1
102552894	Ophiodon	hasMember	108110373	species	 	3+ 	1
101836809	Podargidae	hasMember	101333082	Arenaviridae	 	3+ 	1
102349040	Perognathus	hasMember	102349390	plains pocket mouse	 	3+ 	1
111910070	Dicentra	hasMember	111910271	bleeding heart	 	3+ 	1
101953032	Cypraeidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
108159740	Windsor	hasMember	110235549	relative	 	3+ 	1
108167779	first estate	hasMember	100007846	person	 	3+ 	1
107970079	mishpocha	hasMember	110728624	tribesman	 	3+ 	1
108295580	United Nations	hasMember	108296911	Economic and Social Council commission	 	3+ 	1
112345709	Rhizophora	hasMember	108110373	species	 	3+ 	1
111540439	Dicranaceae	hasMember	101332347	Togaviridae	 	3+ 	1
113034277	Sarcoscyphaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
111900058	Papaveraceae	hasMember	111907554	Romneya	 	3+ 	1
101676313	Iguanidae	hasMember	101677913	Dipsosaurus	 	3+ 	1
101412479	Characeae	hasMember	101412694	stonewort	 	3+ 	1
